price,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,waterbody,rainfall,bus_ter,parks,Sold
19.5,35.19,0.515,5.869,46.3,5.5,4.91,5.5,5.01,19.8,9.8,NO,10.09,15.156,River,53,YES,0.044682897,0
18.5,35.19,0.515,5.895,59.6,5.86,5.49,5.68,5.43,19.8,10.56,YES,8.27,12.148,River,21,YES,0.056682367,0
20.6,35.19,0.515,6.059,37.3,4.91,4.52,5.07,4.75,19.8,8.51,YES,8.112,14.1648,River,26,YES,0.053459545,0
19,35.19,0.515,5.985,45.4,4.89,4.64,5.05,4.67,19.8,9.74,NO,6.38,11.152,Lake,28,YES,0.04769962,0
18.7,35.19,0.515,5.968,58.5,5.06,4.76,4.97,4.46,19.8,9.29,YES,6.474,13.1496,None,20,YES,0.053311543,0
32.7,31.52,0.442,7.241,49.3,7.32,6.96,7.18,6.69,24.5,5.49,YES,6.254,13.2616,None,48,YES,0.052440282,0
16.5,31.89,0.518,6.54,59.7,6.46,6.21,6.59,5.81,24.1,8.65,YES,7.33,11.132,River,40,YES,0.056545656,1
23.9,33.78,0.484,6.696,56.4,6.03,5.62,5.84,5.44,22.4,7.18,YES,8.978,15.1912,Lake and River,52,YES,0.047871549,1
31.2,33.78,0.484,6.874,28.1,6.71,6.18,6.67,6.3,22.4,4.61,NO,10.624,11.2496,River,23,YES,0.046382519,1
17.5,34.39,0.442,6.014,48.5,8.24,7.91,8.23,7.67,21.2,10.53,YES,7.15,13.14,Lake,26,YES,0.050677119,1
17.2,34.39,0.442,5.898,52.3,8.07,7.85,8.33,7.81,21.2,12.67,NO,6.044,13.1376,River,46,YES,0.044077795,1
23.1,34.15,0.429,6.516,27.7,8.87,8.29,8.58,8.41,22.1,6.36,YES,8.162,12.1848,Lake,47,YES,0.038407038,0
24.5,32.01,0.435,6.635,29.7,8.62,8.18,8.54,8.03,23,5.99,YES,6.29,13.196,None,45,YES,0.048923889,0
26.6,31.25,0.429,6.939,34.5,8.88,8.54,8.97,8.79,20.3,5.89,YES,5.632,11.2128,None,30,YES,0.039234716,0
22.9,31.25,0.429,6.49,44.4,9,8.63,9.11,8.43,20.3,5.98,NO,7.258,15.1832,River,55,YES,0.038897843,1
24.1,31.69,0.411,6.579,35.9,10.98,10.43,10.85,10.59,21.7,5.49,YES,5.582,10.1928,River,45,YES,0.036212003,0
18.6,31.69,0.411,5.884,18.5,10.83,10.55,10.97,10.5,21.7,7.79,YES,7.372,11.1488,River,50,YES,0.039638648,0
30.1,32.02,0.41,6.728,36.1,12.32,11.93,12.32,11.94,23,4.5,YES,6.102,12.2408,Lake,40,YES,0.047356513,0
18.2,31.91,0.413,5.663,21.9,10.76,10.37,10.76,10.45,18,8.05,NO,8.764,12.1456,None,34,YES,0.046933708,0
20.6,31.91,0.413,5.936,19.5,10.82,10.5,10.62,10.4,18,5.57,NO,9.312,13.1648,River,53,YES,0.044335025,0
17.8,48.1,0.77,6.212,97.4,2.16,1.81,2.43,2.09,19.8,17.6,NO,5.956,14.1424,None,39,YES,0.077295155,1
21.7,48.1,0.77,6.395,91,2.83,2.45,2.62,2.12,19.8,13.27,NO,7.034,13.1736,Lake,56,YES,0.075544099,0
22.7,48.1,0.77,6.127,83.4,2.96,2.4,2.9,2.63,19.8,11.48,NO,6.354,15.1816,Lake and River,42,YES,0.076655095,0
22.6,48.1,0.77,6.112,81.3,2.78,2.38,2.56,2.31,19.8,12.67,NO,,14.1808,Lake,26,YES,0.074238745,0
25,48.1,0.77,6.398,88,2.73,2.42,2.69,2.23,19.8,7.79,NO,8.8,10.2,None,37,YES,0.067257872,1
19.9,48.1,0.77,6.251,91.1,2.58,1.98,2.3,2.32,19.8,14.19,YES,8.898,13.1592,River,56,YES,0.073252182,0
20.8,48.1,0.77,5.362,96.2,2.27,1.8,2.21,2.14,19.8,10.19,NO,8.016,14.1664,Lake,52,YES,0.069929484,0
16.8,48.1,0.77,5.803,89,1.98,1.7,1.97,1.97,19.8,14.64,YES,9.736,15.1344,Lake and River,57,YES,0.08028456,0
21.9,48.1,0.718,8.78,82.9,1.97,1.71,1.92,2.02,19.8,5.29,NO,8.038,12.1752,River,26,YES,0.062172824,1
27.5,48.1,0.718,3.561,87.9,1.63,1.55,1.68,1.59,19.8,7.12,YES,8.05,12.22,River,51,YES,0.067931991,0
21.9,48.1,0.718,4.963,91.4,2.08,1.55,1.86,1.51,19.8,14,NO,10.238,14.1752,Lake,58,YES,0.075653918,0
23.1,48.1,0.631,3.863,100,1.53,1.39,1.54,1.57,19.8,13.33,NO,9.962,11.1848,Lake,24,YES,0.055889023,0
50,48.1,0.631,4.97,100,1.47,1.11,1.52,1.23,19.8,3.26,NO,9.7,13.4,River,41,YES,0.062356485,0
50,48.1,0.631,6.683,96.8,1.55,1.28,1.65,0.94,19.8,3.73,YES,6.7,15.4,River,58,YES,0.06747724,0
50,48.1,0.631,7.016,97.5,1.4,0.92,1.2,1.28,19.8,2.96,YES,10.1,12.4,None,46,YES,0.05922939,0
50,48.1,0.631,6.216,100,1.38,0.95,1.36,0.99,19.8,9.53,YES,9.8,13.4,None,25,YES,0.060880135,0
50,48.1,0.668,5.875,89.6,1.13,1.01,1.25,1.12,19.8,8.88,YES,10.8,12.4,None,57,YES,0.06447881,0
13.8,48.1,0.668,4.906,100,1.48,0.99,1.28,0.95,19.8,34.77,YES,6.876,13.1104,None,56,YES,0.061022409,0
13.8,48.1,0.668,4.138,100,1.46,1.04,1.15,0.9,19.8,37.97,NO,7.076,13.1104,Lake,35,YES,0.071138748,0
15,48.1,0.671,7.313,97.9,1.62,1.31,1.61,0.73,19.8,13.44,NO,8.9,15.12,None,45,YES,0.062426718,1
13.9,48.1,0.671,6.649,93.3,1.65,1.11,1.37,1.25,19.8,23.24,YES,9.478,15.1112,None,26,YES,0.070452383,0
13.3,48.1,0.671,6.794,98.8,1.57,1.07,1.52,1.27,19.8,21.24,YES,6.066,14.1064,None,22,YES,0.069007471,1
13.1,48.1,0.671,6.38,96.2,1.52,1.22,1.53,1.27,19.8,23.69,YES,9.262,14.1048,Lake,54,YES,0.06315332,0
10.2,48.1,0.671,6.223,100,1.48,1.13,1.48,1.46,19.8,21.78,NO,7.904,11.0816,Lake and River,46,YES,0.058067105,1
10.4,48.1,0.671,6.968,91.9,1.66,1.14,1.69,1.18,19.8,17.21,YES,9.408,14.0832,None,21,YES,0.066591139,1
10.9,48.1,0.671,6.545,99.1,1.78,1.3,1.64,1.35,19.8,21.08,NO,8.618,10.0872,Lake and River,60,YES,0.05814884,1
11.3,48.1,0.7,5.536,100,1.9,1.55,1.72,1.14,19.8,23.6,YES,8.226,11.0904,River,46,YES,0.060649594,0
12.3,48.1,0.7,5.52,100,1.71,1.33,1.72,1.38,19.8,24.56,NO,6.746,15.0984,Lake,41,YES,0.070122485,0
8.8,48.1,0.7,4.368,91.2,1.5,1.34,1.48,1.44,19.8,30.63,NO,5.676,14.0704,River,25,YES,0.062556587,0
7.2,48.1,0.7,5.277,98.1,1.46,1.23,1.62,1.4,19.8,30.81,NO,10.144,13.0576,Lake and River,36,YES,0.059990848,0
10.5,48.1,0.7,4.652,100,1.71,1.36,1.72,1.08,19.8,28.28,YES,7.71,15.084,River,34,YES,0.059673708,0
7.4,48.1,0.7,5,89.5,1.79,1.48,1.77,1.04,19.8,31.99,NO,8.348,15.0592,Lake and River,54,YES,0.061626983,0
10.2,48.1,0.7,4.88,100,1.77,1.37,1.65,1.57,19.8,30.62,NO,6.104,10.0816,Lake,25,YES,0.071030258,0
11.5,48.1,0.7,5.39,98.9,2,1.5,1.95,1.47,19.8,20.85,NO,6.03,12.092,Lake and River,51,YES,0.061502094,0
15.1,48.1,0.7,5.713,97,2.2,1.71,2.23,1.56,19.8,17.11,YES,9.702,11.1208,River,20,YES,0.071082586,1
23.2,48.1,0.7,6.051,82.5,2.17,1.91,2.48,2.12,19.8,18.76,YES,9.664,10.1856,River,53,YES,0.061832936,0
9.7,48.1,0.7,5.036,97,1.98,1.75,1.93,1.42,19.8,25.68,NO,5.494,14.0776,None,51,YES,0.068542099,0
13.8,48.1,0.693,6.193,92.6,1.89,1.66,2.09,1.53,19.8,15.17,NO,9.076,14.1104,River,55,YES,0.062731082,0
12.7,48.1,0.693,5.887,94.7,1.99,1.54,2.06,1.54,19.8,16.35,NO,6.754,15.1016,None,40,YES,0.065389612,0
13.1,48.1,0.693,6.471,98.8,2.04,1.48,1.83,1.55,19.8,17.12,NO,5.762,15.1048,Lake and River,29,YES,0.071121639,1
12.5,48.1,0.693,6.405,96,1.77,1.64,1.8,1.49,19.8,19.37,YES,5.45,11.1,River,24,YES,0.068462877,1
8.5,48.1,0.693,5.747,98.9,1.73,1.54,1.75,1.52,19.8,19.92,NO,9.27,14.068,None,22,YES,0.06623652,1
5,48.1,0.693,5.453,100,1.57,1.26,1.79,1.34,19.8,30.59,NO,9.3,13.04,Lake,26,YES,0.065253151,0
6.3,48.1,0.693,5.852,77.8,1.7,1.24,1.72,1.34,19.8,29.97,NO,6.726,14.0504,River,42,YES,0.061264059,1
5.6,48.1,0.693,5.987,100,1.73,1.38,1.92,1.33,19.8,26.77,YES,9.212,11.0448,Lake,30,YES,0.061734722,1
7.2,48.1,0.693,6.343,100,1.76,1.34,1.81,1.39,19.8,20.32,YES,7.344,10.0576,None,50,YES,0.070291108,1
12.1,48.1,0.693,6.404,100,1.66,1.36,1.77,1.76,19.8,20.31,NO,5.442,14.0968,River,42,YES,0.068858839,1
8.3,48.1,0.693,5.349,96,1.75,1.38,1.88,1.8,19.8,19.77,YES,,15.0664,River,40,YES,0.067688666,1
8.5,48.1,0.693,5.531,85.4,1.9,1.56,1.63,1.34,19.8,27.38,NO,8.47,11.068,None,56,YES,0.061470408,1
5,48.1,0.693,5.683,100,1.53,1.19,1.44,1.54,19.8,22.98,YES,7.3,14.04,River,38,YES,0.065307953,1
11.9,48.1,0.659,4.138,100,1.46,1.01,1.4,0.84,19.8,23.34,YES,8.538,14.0952,River,53,YES,0.061901185,1
27.9,48.1,0.659,5.608,100,1.46,1.08,1.39,1.22,19.8,12.13,YES,6.658,13.2232,River,26,YES,0.067194873,0
17.2,48.1,0.597,5.617,97.9,1.53,1.35,1.57,1.37,19.8,26.4,NO,6.444,12.1376,River,25,YES,0.052765327,0
27.5,48.1,0.597,6.852,100,1.52,1.28,1.48,1.58,19.8,19.78,YES,7.65,14.22,Lake,57,YES,0.056582992,0
15,48.1,0.597,5.757,100,1.69,1.32,1.58,1.06,19.8,10.11,NO,9.6,11.12,River,52,YES,0.061616148,1
17.2,48.1,0.597,6.657,100,1.56,1.41,1.66,1.48,19.8,21.22,NO,9.644,14.1376,None,44,YES,0.055100907,0
17.9,48.1,0.597,4.628,100,1.77,1.54,1.78,1.13,19.8,34.37,NO,8.358,15.1432,None,40,YES,0.058674621,0
16.3,48.1,0.597,5.155,100,1.84,1.37,1.61,1.53,19.8,20.08,NO,6.626,14.1304,River,58,YES,0.055800358,0
7,48.1,0.693,4.519,100,1.74,1.5,1.9,1.49,19.8,36.98,YES,6.04,12.056,River,40,YES,0.069262801,0
7.2,48.1,0.679,6.434,100,1.88,1.75,1.84,1.87,19.8,29.05,NO,8.644,11.0576,None,59,YES,0.058726791,0
7.5,48.1,0.679,6.782,90.8,1.9,1.54,2.04,1.8,19.8,25.79,YES,,10.06,River,35,YES,0.06461937,1
10.4,48.1,0.679,5.304,89.1,1.73,1.39,1.81,1.67,19.8,26.64,YES,8.608,15.0832,Lake and River,60,YES,0.058834904,0
8.8,48.1,0.679,5.957,100,1.96,1.69,1.85,1.7,19.8,20.62,NO,8.476,12.0704,None,52,YES,0.067903567,0
8.4,48.1,0.718,6.824,76.5,2.05,1.79,2.08,1.25,19.8,22.74,NO,5.968,13.0672,None,26,YES,0.063264165,1
16.7,48.1,0.718,6.411,100,1.93,1.81,1.88,1.81,19.8,15.02,YES,6.034,13.1336,Lake and River,48,YES,0.064850926,0
14.2,48.1,0.718,6.006,95.3,1.98,1.57,1.88,2.07,19.8,15.7,NO,8.284,10.1136,None,29,YES,0.075559551,1
20.8,48.1,0.614,5.648,87.6,2.13,1.94,2.2,1.54,19.8,14.1,NO,8.916,11.1664,None,36,YES,0.058066317,1
13.4,48.1,0.614,6.103,85.1,2.08,1.8,2.34,1.87,19.8,23.29,NO,8.268,81.12,Lake,29,YES,0.063343967,0
11.7,48.1,0.584,5.565,70.6,2.26,1.99,2.38,1.63,19.8,17.16,NO,7.834,11.0936,None,57,YES,0.063779016,1
8.3,48.1,0.679,5.896,95.4,2.15,1.71,1.97,1.81,19.8,24.39,YES,5.566,15.0664,Lake,51,YES,0.067305708,0
10.2,48.1,0.584,5.837,59.7,2.27,1.67,2.19,1.86,19.8,15.69,NO,9.104,14.0816,None,33,YES,0.055707938,1
10.9,48.1,0.679,6.202,78.7,2.07,1.66,2.12,1.6,19.8,14.52,NO,7.518,11.0872,Lake,42,YES,0.066286981,1
11,48.1,0.679,6.193,78.1,2.12,1.86,1.99,1.78,19.8,21.52,YES,8.52,12.088,River,45,YES,0.067890699,1
9.5,48.1,0.679,6.38,95.6,1.98,1.69,2.13,2.07,19.8,24.08,YES,8.79,12.076,None,52,YES,0.064037395,0
14.5,48.1,0.584,6.348,86.1,2.28,1.79,2.16,1.99,19.8,17.64,NO,9.09,11.116,River,53,YES,0.063629899,1
14.1,48.1,0.584,6.833,94.3,2.1,1.89,2.27,2.09,19.8,19.69,YES,6.682,14.1128,Lake,29,YES,0.054610526,1
16.1,48.1,0.584,6.425,74.8,2.4,1.92,2.34,2.14,19.8,12.03,YES,8.722,10.1288,None,42,YES,0.053705297,1
14.3,48.1,0.713,6.436,87.9,2.34,2.23,2.4,2.3,19.8,16.22,NO,6.186,10.1144,Lake and River,46,YES,0.061400159,0
11.7,48.1,0.713,6.208,95,2.44,2.09,2.31,2.05,19.8,15.17,NO,7.834,11.0936,None,37,YES,0.074839333,1
13.4,48.1,0.74,6.629,94.6,2.15,1.97,2.14,2.24,19.8,23.27,NO,10.168,12.1072,Lake and River,46,YES,0.076801062,0
9.6,48.1,0.74,6.461,93.3,2.32,1.82,2.11,1.75,19.8,18.05,YES,6.092,10.0768,River,57,YES,0.070157854,0
8.2,48.1,0.74,6.152,100,2.01,1.86,1.97,1.81,19.8,26.45,NO,9.864,11.0656,None,60,YES,0.06739388,1
8.4,48.1,0.74,5.935,87.9,1.85,1.61,1.87,1.95,19.8,34.02,YES,9.568,14.0672,None,57,YES,0.071117798,0
12.8,48.1,0.74,5.627,93.9,1.87,1.72,2.01,1.67,19.8,22.88,YES,8.456,15.1024,None,50,YES,0.073012667,0
10.5,48.1,0.74,5.818,92.4,2.03,1.66,1.96,1.81,19.8,22.11,NO,7.41,12.084,None,38,YES,0.075248915,1
17.1,48.1,0.74,6.406,97.2,2.33,1.97,2.16,1.81,19.8,19.52,YES,9.242,15.1368,Lake and River,58,YES,0.077408024,0
14.8,48.1,0.74,6.219,100,2.08,1.97,2.03,1.94,19.8,16.59,NO,7.096,14.1184,River,54,YES,0.07711596,0
15.4,48.1,0.74,6.485,100,2.29,1.8,2.2,1.62,19.8,18.85,NO,6.608,14.1232,River,21,YES,0.06694984,1
10.8,48.1,0.74,5.854,96.6,1.93,1.79,2.07,1.8,19.8,23.79,NO,5.516,12.0864,Lake and River,34,YES,0.065304838,0
11.8,48.1,0.74,6.459,94.8,2.2,1.7,2.01,2.04,19.8,23.98,YES,5.336,12.0944,River,28,YES,0.076180913,1
14.9,48.1,0.74,6.341,96.4,2.23,2.04,2.22,1.79,19.8,17.79,NO,10.198,15.1192,None,41,YES,0.070659667,0
12.6,48.1,0.74,6.251,96.6,2.51,2.01,2.23,2.04,19.8,16.44,YES,9.752,11.1008,None,37,YES,0.064950729,1
14.1,48.1,0.713,6.185,98.7,2.43,2.2,2.37,2.04,19.8,18.13,YES,9.082,13.1128,None,52,YES,0.067950544,0
13,48.1,0.713,6.417,98.3,2.5,2.11,2.19,1.94,19.8,19.31,YES,8.06,12.104,None,27,YES,0.073411072,0
13.4,48.1,0.713,6.749,92.6,2.4,2.11,2.37,2.4,19.8,17.44,YES,9.068,13.1072,Lake,59,YES,0.06132192,1
15.2,48.1,0.713,6.655,98.2,2.51,2.23,2.65,2.03,19.8,17.73,YES,8.104,11.1216,None,41,YES,0.061385953,0
16.1,48.1,0.713,6.297,91.8,2.48,2.26,2.37,2.36,19.8,17.27,NO,6.722,15.1288,None,21,YES,0.064521583,1
17.8,48.1,0.713,7.393,99.3,2.77,2.31,2.64,2.09,19.8,16.74,YES,5.956,11.1424,River,42,YES,0.069112577,1
14.4,48.1,0.713,6.728,94.1,2.5,2.2,2.75,2.54,19.8,18.71,NO,5.888,14.1152,River,34,YES,0.066068471,1
14.1,48.1,0.713,6.525,86.5,2.61,2.42,2.74,1.97,19.8,18.13,NO,7.782,14.1128,River,36,YES,0.061925584,0
12.7,48.1,0.713,5.976,87.9,2.65,2.3,2.78,2.59,19.8,19.01,NO,7.154,15.1016,River,31,YES,0.06376258,0
13.5,48.1,0.713,5.936,80.3,2.86,2.49,2.81,2.96,19.8,16.94,NO,8.87,13.108,None,46,YES,0.074872202,1
14.9,48.1,0.713,6.301,83.7,3.1,2.57,2.82,2.65,19.8,16.23,NO,5.598,15.1192,River,39,YES,0.064939128,1
20,48.1,0.713,6.081,84.4,2.74,2.48,2.8,2.85,19.8,14.7,YES,5.4,14.16,Lake,27,YES,0.072635554,0
16.4,48.1,0.713,6.701,90,2.9,2.38,2.63,2.48,19.8,16.42,YES,9.428,12.1312,River,29,YES,0.060878559,1
17.7,48.1,0.713,6.376,88.4,2.82,2.23,2.59,2.62,19.8,14.65,YES,9.854,13.1416,None,24,YES,0.062928764,1
19.5,48.1,0.713,6.317,83,3.04,2.43,2.8,2.67,19.8,13.99,NO,5.89,15.156,River,22,YES,0.070732691,0
20.2,48.1,0.713,6.513,89.9,3.06,2.61,2.84,2.7,19.8,10.29,YES,8.804,15.1616,None,30,YES,0.075168226,0
21.4,48.1,0.655,6.209,65.4,3.16,2.88,3.1,2.72,19.8,13.22,NO,7.828,11.1712,Lake and River,55,YES,0.057674333,1
19.9,48.1,0.655,5.759,48.2,3.26,2.81,3.27,2.92,19.8,14.13,NO,9.998,12.1592,None,43,YES,0.065980125,0
19,48.1,0.655,5.952,84.7,3.13,2.54,3.08,2.74,19.8,17.15,YES,8.38,10.152,None,21,YES,0.057142887,1
19.1,48.1,0.584,6.003,94.5,2.64,2.21,2.85,2.46,19.8,21.32,NO,9.482,13.1528,Lake and River,21,YES,0.050545377,0
19.1,48.1,0.58,5.926,71,2.96,2.9,3.12,2.66,19.8,18.13,NO,5.882,15.1528,None,28,YES,0.049370098,0
20.1,48.1,0.58,5.713,56.7,3.02,2.59,3.12,2.57,19.8,14.76,NO,6.302,13.1608,None,27,YES,0.051188122,1
19.9,48.1,0.58,6.167,84,3.22,2.97,3.06,2.89,19.8,16.29,NO,5.598,12.1592,River,36,YES,0.063720531,1
19.6,48.1,0.532,6.229,90.7,3.28,2.79,3.17,3.15,19.8,12.87,YES,8.692,13.1568,Lake and River,52,YES,0.04747729,0
23.2,48.1,0.58,6.437,75,3.04,2.63,3.01,2.9,19.8,14.36,YES,8.464,15.1856,Lake and River,39,YES,0.063409461,0
29.8,48.1,0.614,6.98,67.6,2.77,2.35,2.54,2.47,19.8,11.66,YES,7.396,15.2384,Lake and River,56,YES,0.062915696,0
13.8,48.1,0.584,5.427,95.4,2.61,2.33,2.56,2.21,19.8,18.14,NO,9.076,11.1104,Lake and River,47,YES,0.049707252,0
13.3,48.1,0.584,6.162,97.4,2.5,2.17,2.5,1.65,19.8,24.1,YES,9.066,11.1064,Lake,27,YES,0.063035421,0
16.7,48.1,0.614,6.484,93.6,2.58,2.3,2.48,1.85,19.8,18.68,YES,6.134,14.1336,River,22,YES,0.056696324,1
12,48.1,0.614,5.304,97.3,2.28,1.99,2.41,1.73,19.8,24.91,NO,9.34,15.096,Lake,39,YES,0.061921548,0
14.6,48.1,0.614,6.185,96.7,2.29,1.98,2.36,2.05,19.8,18.03,YES,5.292,15.1168,Lake,60,YES,0.065217793,0
21.4,48.1,0.614,6.229,88,2.27,1.82,2.08,1.63,19.8,13.11,NO,6.128,10.1712,River,32,YES,0.063157529,1
23,48.1,0.532,6.242,64.7,3.48,3.38,3.72,3.11,19.8,10.74,NO,8.56,13.184,River,22,YES,0.046089256,0
23.7,48.1,0.532,6.75,74.9,3.44,3.26,3.38,3.24,19.8,7.74,NO,6.974,15.1896,None,46,YES,0.046987414,1
25,48.1,0.532,7.061,77,3.67,3.33,3.46,3.18,19.8,7.01,NO,5.5,11.2,Lake,29,YES,0.058384238,0
21.8,48.1,0.532,5.762,40.3,4.41,3.89,4.25,3.85,19.8,10.42,NO,9.636,14.1744,Lake and River,57,YES,0.048221723,1
20.6,48.1,0.583,5.871,41.9,3.93,3.56,3.77,3.63,19.8,13.34,YES,8.112,12.1648,Lake,31,YES,0.060860495,0
21.2,48.1,0.583,6.312,51.9,4.03,3.85,4.07,4.01,19.8,10.58,NO,9.024,13.1696,Lake and River,51,YES,0.049993542,0
19.1,48.1,0.583,6.114,79.8,3.55,3.34,3.76,3.53,19.8,14.98,YES,8.582,12.1528,None,57,YES,0.059506497,0
20.6,48.1,0.583,5.905,53.2,3.36,2.85,3.16,3.23,19.8,11.45,NO,8.412,11.1648,None,44,YES,0.062054499,1
15.2,57.74,0.609,5.454,92.7,2.1,1.57,1.96,1.65,19.9,18.06,NO,6.004,14.1216,None,28,YES,0.060475976,0
7,57.74,0.609,5.414,98.3,2.08,1.53,1.94,1.48,19.9,23.97,NO,9.84,15.056,None,29,YES,0.065888635,1
8.1,57.74,0.609,5.093,98,1.97,1.6,1.95,1.77,19.9,29.68,YES,9.162,10.0648,Lake and River,49,YES,0.062741536,1
13.6,57.74,0.609,5.983,98.8,1.96,1.69,2.06,1.76,19.9,18.07,NO,7.072,14.1088,None,47,YES,0.056278464,1
20.1,57.74,0.609,5.983,83.5,2.25,1.82,2.12,2.24,19.9,13.35,YES,8.902,13.1608,River,57,YES,0.062228045,1
21.8,39.69,0.585,5.707,54,2.7,2.27,2.42,2.14,20.8,12.01,YES,5.936,14.1744,River,31,YES,0.058020893,1
24.5,39.69,0.585,5.926,42.6,2.55,2.14,2.39,2.44,20.8,13.59,YES,8.79,11.196,River,47,YES,0.054577495,1
23.1,39.69,0.585,5.67,28.8,3.08,2.49,3.07,2.56,20.8,17.6,NO,8.462,14.1848,Lake and River,55,YES,0.055591669,0
19.7,39.69,0.585,5.39,72.9,2.86,2.61,2.98,2.74,20.8,21.14,NO,,12.1576,River,44,YES,0.061026488,0
18.3,39.69,0.585,5.794,70.6,3.04,2.59,3.06,2.88,20.8,14.1,YES,5.366,14.1464,Lake,55,YES,0.057946368,0
21.2,39.69,0.585,6.019,65.3,2.68,2.25,2.58,2.12,20.8,12.92,YES,5.824,14.1696,River,32,YES,0.054545842,0
17.5,39.69,0.585,5.569,73.5,2.46,2.39,2.49,2.26,20.8,15.1,NO,9.85,14.14,Lake,47,YES,0.063466301,1
16.8,39.69,0.585,6.027,79.7,2.64,2.47,2.82,2.06,20.8,14.33,NO,6.236,14.1344,Lake,54,YES,0.052497379,0
22.4,41.93,0.573,6.593,69.1,2.64,2.45,2.76,2.06,19,9.67,NO,9.348,12.1792,Lake and River,27,YES,0.056005681,1
20.6,41.93,0.573,6.12,76.7,2.44,2.11,2.46,2.14,19,9.08,YES,6.612,13.1648,Lake and River,20,YES,0.059903421,1
23.9,41.93,0.573,6.976,91,2.34,2.06,2.29,1.98,19,5.64,NO,5.478,12.1912,None,31,YES,0.057572286,1
22,41.93,0.573,6.794,89.3,2.54,2.31,2.4,2.31,19,6.48,YES,7.94,15.176,None,47,YES,0.060694299,1
19,41.93,0.573,6.03,80.8,2.72,2.24,2.64,2.42,19,7.88,YES,10.28,10.152,None,45,YES,0.060335899,1
